00001	Air	LWIR	256	256	9
00002	Air	LWIR	256	256	9
00003	Air	LWIR	256	256	9
00004	Air	LWIR	256	256	27
00005	Air	LWIR	256	256	9
00006	Air	LWIR	256	256	18
00007	Air	LWIR	256	256	9
00008	Air	LWIR	256	256	9
00009	Air	LWIR	256	256	9
00010	Air	LWIR	256	256	9
00011	Air	LWIR	256	256	9
00012	Air	LWIR	256	256	9
00013	Air	LWIR	256	256	18
00014	Air	LWIR	256	256	9
00015	Air	LWIR	256	256	9
00016	Air	LWIR	256	256	18
00017	Air	LWIR	256	256	9
00018	Air	LWIR	256	256	9
00019	Air	LWIR	256	256	9
00020	Air	LWIR	256	256	9
00021	Air	LWIR	256	256	36
00022	Air	LWIR	256	256	9
00023	Air	LWIR	256	256	9
00024	Air	LWIR	256	256	9
00025	Air	LWIR	256	256	9
00026	Air	LWIR	256	256	9
00027	Air	LWIR	256	256	27
00028	Air	LWIR	256	256	9
00029	Air	LWIR	256	256	9
00030	Air	LWIR	256	256	36
00031	Air	LWIR	256	256	9
00032	Air	LWIR	256	256	36
00033	Air	LWIR	256	256	9
00034	Air	LWIR	256	256	9
00035	Air	LWIR	256	256	27
00036	Air	LWIR	256	256	9
00037	Air	LWIR	256	256	9
00038	Air	LWIR	256	256	9
00039	Air	LWIR	256	256	9
00040	Air	LWIR	256	256	9
00041	Air	LWIR	256	256	9
00042	Air	LWIR	256	256	9
00043	Air	LWIR	256	256	9
00044	Air	LWIR	256	256	9
00045	Air	LWIR	256	256	18
00046	Air	LWIR	256	256	28
00047	Air	LWIR	256	256	28
00048	Air	LWIR	256	256	30
00049	Air	LWIR	256	256	15
00050	Air	LWIR	256	256	30
00051	Air	LWIR	256	256	31
00052	Air	LWIR	256	256	16
00053	Air	LWIR	256	256	32
00054	Air	LWIR	256	256	32
00055	Air	LWIR	256	256	32
00056	Air	LWIR	256	256	16
00057	Air	LWIR	256	256	34
00058	Air	LWIR	256	256	34
00059	Air	LWIR	256	256	34
00060	Air	LWIR	256	256	36
00061	Air	LWIR	256	256	36
00062	Air	LWIR	256	256	38
00063	Air	LWIR	256	256	38
00064	Air	LWIR	256	256	38
00065	Air	LWIR	256	256	38
00066	Air	LWIR	256	256	38
00067	Air	LWIR	256	256	19
00068	Air	LWIR	256	256	38
00069	Air	LWIR	256	256	40
00070	Air	LWIR	256	256	40
00071	Air	LWIR	256	256	40
00072	Air	LWIR	256	256	40
00073	Air	LWIR	256	256	40
00074	Air	LWIR	256	256	21
00075	Air	LWIR	256	256	42
00076	Air	LWIR	256	256	42
00077	Air	LWIR	256	256	42
00078	Air	LWIR	256	256	43
00079	Air	LWIR	256	256	44
00080	Air	LWIR	256	256	46
00081	Air	LWIR	256	256	46
00082	Air	LWIR	256	256	46
00083	Air	LWIR	256	256	24
00084	Air	LWIR	256	256	48
00085	Air	LWIR	256	256	50
00086	Air	LWIR	256	256	50
00087	Air	LWIR	256	256	50
00088	Air	LWIR	256	256	51
00089	Air	LWIR	256	256	52
00090	Air	LWIR	256	256	53
00091	Air	LWIR	256	256	54
00092	Air	LWIR	256	256	56
00093	Air	LWIR	256	256	56
00094	Air	LWIR	256	256	28
00095	Air	LWIR	256	256	56
00096	Air	LWIR	256	256	56
00097	Air	LWIR	256	256	28
00098	Air	LWIR	256	256	58
00099	Air	LWIR	256	256	58
00100	Air	LWIR	256	256	60
00101	Air	LWIR	256	256	60
00102	Air	LWIR	256	256	60
00103	Air	LWIR	256	256	31
00104	Air	LWIR	256	256	62
00105	Air	LWIR	256	256	62
00106	Air	LWIR	256	256	31
00107	Air	LWIR	256	256	64
00108	Air	LWIR	256	256	64
00109	Air	LWIR	256	256	64
00110	Air	LWIR	256	256	68
00111	Air	LWIR	256	256	70
00112	Air	LWIR	256	256	70
00113	Air	LWIR	256	256	72
00114	Air	LWIR	256	256	72
00115	Air	LWIR	256	256	73
00116	Air	LWIR	256	256	56
00117	Air	LWIR	256	256	62
00118	Air	LWIR	256	256	117
00119	Air	LWIR	256	256	134
00120	Air	LWIR	256	256	55
00121	Air	LWIR	256	256	83
00122	Air	LWIR	256	256	65
00123	Air	LWIR	256	256	60
00124	Air	LWIR	256	256	83
00125	Air	LWIR	256	256	71
00126	Air	LWIR	256	256	55
00127	Air	LWIR	256	256	131
00128	Air	LWIR	256	256	69
00129	Air	LWIR	256	256	69
00130	Air	LWIR	256	256	136
00131	Air	LWIR	256	256	136
00132	Air	LWIR	256	256	138
00133	Air	LWIR	256	256	69
00134	Air	LWIR	256	256	58
00135	Air	LWIR	256	256	56
00136	Air	LWIR	256	256	65
00137	Air	LWIR	256	256	52
00138	Air	LWIR	256	256	98
00139	Air	LWIR	256	256	55
00140	Air	LWIR	256	256	58
00141	Air	LWIR	256	256	62
00142	Air	LWIR	256	256	80
00143	Air	LWIR	256	256	58
00144	Air	LWIR	256	256	117
00145	Air	LWIR	256	256	80
00146	Air	LWIR	256	256	127
00147	Air	LWIR	256	256	128
00148	Air	LWIR	256	256	124
00149	Air	LWIR	256	256	83
00150	Air	LWIR	256	256	55
00151	Air	LWIR	256	256	55
00152	Air	LWIR	256	256	65
00153	Air	LWIR	256	256	61
00154	Air	LWIR	256	256	69
00155	Air	LWIR	256	256	83
00156	Air	LWIR	256	256	60
00157	Air	LWIR	256	256	150
00158	Air	LWIR	256	256	56
00159	Air	LWIR	256	256	69
00160	Air	LWIR	256	256	58
00161	Air	LWIR	256	256	115
00162	Air	LWIR	256	256	5
00163	Air	LWIR	256	256	15
00164	Air	LWIR	256	256	5
00165	Air	LWIR	256	256	5
00166	Air	LWIR	256	256	5
00167	Air	LWIR	256	256	20
00168	Air	LWIR	256	256	5
00169	Air	LWIR	256	256	5
00170	Air	LWIR	256	256	5
00171	Air	LWIR	256	256	5
00172	Air	LWIR	256	256	5
00173	Air	LWIR	256	256	5
00174	Air	LWIR	256	256	15
00175	Air	LWIR	256	256	5
00176	Air	LWIR	256	256	5
00177	Air	LWIR	256	256	5
00178	Air	LWIR	256	256	10
00179	Air	LWIR	256	256	5
00180	Air	LWIR	256	256	5
00181	Air	LWIR	256	256	10
00182	Air	LWIR	256	256	5
00183	Air	LWIR	256	256	5
00184	Air	LWIR	256	256	5
00185	Air	LWIR	256	256	5
00186	Air	LWIR	256	256	5
00187	Air	LWIR	256	256	5
00188	Air	LWIR	256	256	10
00189	Air	LWIR	256	256	5
00190	Air	LWIR	256	256	5
00191	Air	LWIR	256	256	5
00192	Air	LWIR	256	256	5
00193	Air	LWIR	256	256	5
00194	Air	LWIR	256	256	5
00195	Air	LWIR	256	256	10
00196	Air	LWIR	256	256	10
00197	Air	LWIR	256	256	5
00198	Air	LWIR	256	256	20
00199	Air	LWIR	256	256	5
00200	Air	LWIR	256	256	5
00201	Air	LWIR	256	256	5
00202	Air	LWIR	256	256	10
00203	Air	LWIR	256	256	15
00204	Air	LWIR	256	256	10
00205	Air	LWIR	256	256	5
00206	Air	LWIR	256	256	5
00207	Air	LWIR	256	256	5
00208	Air	LWIR	256	256	12
00209	Air	LWIR	256	256	32
00210	Air	LWIR	256	256	16
00211	Air	LWIR	256	256	32
00212	Air	LWIR	256	256	29
00213	Air	LWIR	256	256	27
00214	Air	LWIR	256	256	14
00215	Air	LWIR	256	256	14
00216	Air	LWIR	256	256	32
00217	Air	LWIR	256	256	12
00218	Air	LWIR	256	256	32
00219	Air	LWIR	256	256	141
00220	Air	LWIR	256	256	69
00221	Air	LWIR	256	256	71
00222	Air	LWIR	256	256	98
00223	Air	LWIR	256	256	112
00224	Air	LWIR	256	256	112
00225	Air	LWIR	256	256	54
00226	Air	LWIR	256	256	130
00227	Air	LWIR	256	256	58
00228	Air	LWIR	256	256	120
00229	Air	LWIR	256	256	58
00230	Air	LWIR	256	256	83
00231	Air	LWIR	256	256	117
00232	Air	LWIR	256	256	178
00233	Air	LWIR	256	256	69
00234	Air	LWIR	256	256	149
00235	Air	LWIR	256	256	61
00236	Air	LWIR	256	256	135
00237	Air	LWIR	256	256	56
00238	Air	LWIR	256	256	70
00239	Air	LWIR	256	256	72
00240	Air	LWIR	256	256	58
00241	Air	LWIR	256	256	69
00242	Air	LWIR	256	256	56
00243	Air	LWIR	256	256	114
00244	Air	LWIR	256	256	83
00245	Air	LWIR	256	256	71
00246	Air	LWIR	256	256	80
00247	Air	LWIR	256	256	58
00248	Air	LWIR	256	256	118
00249	Air	LWIR	256	256	160
00250	Air	LWIR	256	256	80
00251	Air	LWIR	256	256	136
00252	Air	LWIR	256	256	65
00253	Air	LWIR	256	256	46
00254	Air	LWIR	256	256	83
00255	Air	LWIR	256	256	136
00256	Air	LWIR	256	256	127
00257	Air	LWIR	256	256	56
00258	Air	LWIR	256	256	72
00259	Air	LWIR	256	256	65
00260	Air	LWIR	256	256	116
00261	Air	LWIR	256	256	83
00262	Air	LWIR	256	256	52
00263	Air	LWIR	256	256	65
00264	Air	LWIR	256	256	71
00265	Air	LWIR	256	256	132
00266	Air	LWIR	256	256	163
00267	Air	LWIR	256	256	71
00268	Air	LWIR	256	256	131
00269	Air	LWIR	256	256	58
00270	Air	LWIR	256	256	58
00271	Air	LWIR	256	256	46
00272	Air	LWIR	256	256	123
00273	Air	LWIR	256	256	20
00274	Air	LWIR	256	256	33
00275	Air	LWIR	256	256	17
00276	Air	LWIR	256	256	39
00277	Air	LWIR	256	256	42
00278	Air	LWIR	256	256	19
00279	Air	LWIR	256	256	31
00280	Air	LWIR	256	256	40
00281	Air	LWIR	256	256	46
00282	Air	LWIR	256	256	65
00283	Air	LWIR	256	256	58
00284	Air	LWIR	256	256	56
00285	Air	LWIR	256	256	69
00286	Air	LWIR	256	256	98
